#Gene stable ID	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	NCBI gene accession
ENSG00000163681	3	57755450	57930003	SLMAP
ENSG00000126233	8	142740949	142742406	SLURP1
ENSG00000188827	16	3581181	3611606	SLX4
ENSG00000102038129446501	129523500	SMARCA1
ENSG00000080503	9	1980290	2193624	SMARCA2
ENSG00000127616	19	10960825	11079426	SMARCA4
ENSG00000153147	4	143513702	143557486	SMARCA5
ENSG00000138375	2	216412414	216483053	SMARCAL1
ENSG00000099956	22	23786931	23838008	SMARCB1
ENSG00000275837	CHR_HSCHR22_1_CTG7	23786963	23834516	SMARCB1
ENSG00000073584	17	40624962	40648654	SMARCE1
ENSG0000007250153374149	53422728	SMC1A
ENSG00000108055	10	110567691	110604636	SMC3
ENSG00000163029	2	17663812	17800242	SMC6
ENSG00000101596	18	2655738	2805017	SMCHD1
ENSG00000273772	CHR_HSCHR5_1_CTG1_1	70070287	70099184	SMN1
ENSG00000275349	CHR_HSCHR5_1_CTG1_1	70268827	70296783	SMN1
ENSG00000205571	5	70049612	70078522	SMN1
ENSG00000172062	5	70925030	70953942	SMN1
ENSG00000277773	CHR_HSCHR5_2_CTG1_1	69673667	69702549	SMN1
ENSG00000273772	CHR_HSCHR5_1_CTG1_1	70070287	70099184	SMN2
ENSG00000205571	5	70049612	70078522	SMN2
ENSG00000277773	CHR_HSCHR5_2_CTG1_1	69673667	69702549	SMN2
ENSG00000128602	7	129188633	129213545	SMO
ENSG00000198732	14	69854131	70032366	SMOC1
ENSG00000112562	6	168441151	168673445	SMOC2
ENSG00000088826	20	4120980	4187747	SMOX
ENSG00000166311	11	6390440	6394998	SMPD1
ENSG00000103056	16	68358327	68448508	SMPD3
ENSG0000009148221705978	21758116	SMPX
ENSG0000010217221940709	21994837	SMS
ENSG00000124216	20	49982980	49988886	SNAI1
ENSG00000019549	8	48917598	48921740	SNAI2
ENSG00000132639	20	10218830	10307418	SNAP25
ENSG00000099940	22	20859007	20891214	SNAP29
ENSG00000145335	4	89700345	89838315	SNCA
ENSG00000064692	5	122311354	122464219	SNCAIP
ENSG00000074317	5	176620082	176630556	SNCB
ENSG00000173267	10	86958599	86963258	SNCG
ENSG00000197157	7	127652194	128092609	SND1
ENSG00000144028	2	96274338	96321271	SNRNP200
ENSG00000104852	19	49085419	49108605	SNRNP70
ENSG00000125835	20	2461634	2470853	SNRPB
ENSG00000182004	1	203861599	203871152	SNRPE
ENSG00000128739	15	24823637	24978723	SNRPN
ENSG00000101400	20	33407957	33443763	SNTA1
ENSG00000172554	2	950849	1367613	SNTG2
ENSG00000281486	CHR_HSCHR2_3_CTG1	1209102	1269668	SNTG2
ENSG00000281020	CHR_HSCHR2_4_CTG1	1316265	1365970	SNTG2
ENSG00000135317	6	85505496	85594156	SNX14
ENSG00000174226	8	100572889	100663415	SNX31
ENSG00000112320	6	107490106	107661306	SOBP
ENSG00000185338	16	11254408	11256204	SOCS1
ENSG00000120833	12	93569814	93583487	SOCS2
ENSG00000184557	17	78356778	78360077	SOCS3
ENSG00000142168	21	31659622	31668931	SOD1
ENSG00000112096	6	159669069	159745186	SOD2
ENSG00000285441	6	159679119	159762529	SOD2
ENSG00000109610	4	24789912	24800842	SOD3
ENSG00000095637	10	95311771	95561414	SORBS1
ENSG00000184985	4	7192538	7742836	SORCS2
ENSG00000137642	11	121452314	121633763	SORL1
ENSG00000134243	1	109309568	109397918	SORT1
ENSG00000115904	2	38981549	39124345	SOS1
ENSG00000100485	14	50117130	50231578	SOS2
ENSG00000167941	17	43753738	43758791	SOST
ENSG00000100146	22	37970686	37987422	SOX10
ENSG00000176887	2	5692384	5701385	SOX11
ENSG00000164736	8	54457935	54460892	SOX17
ENSG00000203883	20	64047582	64049639	SOX18
ENSG00000181449	3	181711925	181714436	SOX2
ENSG00000134595140502985	140505116	SOX3
ENSG00000039600	5	157625679	157671480	SOX30
ENSG00000134532	12	23529504	24562544	SOX5
ENSG00000110693	11	15966449	16739591	SOX6
ENSG00000005513	16	981770	986979	SOX8
ENSG00000125398	17	72121020	72126416	SOX9
ENSG00000185591	12	53380176	53416446	SP1
ENSG00000079263	2	230203110	230313215	SP140
ENSG00000172845	2	173880850	173965702	SP3
ENSG00000105866	7	21428043	21514822	SP4
ENSG00000164651	7	20782283	20786886	SP8
ENSG00000104450	8	100157906	100259278	SPAG1
ENSG00000077327	10	22345445	22454224	SPAG6
ENSG00000113140	5	151661096	151686975	SPARC
ENSG00000133104	13	36301638	36370180	SPART
ENSG00000021574	2	32063547	32157637	SPAST
ENSG00000145375	4	122923078	123319433	SPATA5
ENSG00000042317	14	88384924	88470350	SPATA7
ENSG00000124664	6	34537802	34556333	SPDEF
ENSG00000100014	22	24270817	24417739	SPECC1L
ENSG00000072195	2	219434843	219493629	SPEG
ENSG00000104133	15	44562696	44663678	SPG11
ENSG00000090487	15	64963022	64990310	SPG21
ENSG00000197912	16	89490719	89557768	SPG7
ENSG00000176170	17	76376584	76387860	SPHK1
ENSG00000063176	19	48619291	48630717	SPHK2
ENSG00000066336	11	47354860	47378576	SPI1
ENSG00000269404	19	50418938	50431314	SPIB
ENSG00000164266	5	147824568	147831786	SPINK1
ENSG00000133710	5	148025683	148137289	SPINK5
ENSG00000167642	19	38244035	38292615	SPINT2
ENSG00000152377	5	136975298	137598379	SPOCK1
ENSG00000121067	17	49598884	49678163	SPOP
ENSG00000118785	4	87975650	87983426	SPP1
ENSG00000116096	2	72887382	72892158	SPR
ENSG00000166068	15	38252836	38357249	SPRED1
ENSG00000196805	1	153070224	153070840	SPRR2B
ENSG00000010072	1	231337104	231355023	SPRTN
ENSG00000136158	13	80335976	80341126	SPRY2
ENSG00000187678	5	142310427	142326455	SPRY4
ENSG00000163554	1	158610704	158686715	SPTA1
ENSG00000197694	9	128552558	128633662	SPTAN1
ENSG00000070182	14	64746283	64879907	SPTB
ENSG00000173898	11	66685248	66729226	SPTBN2
ENSG00000160460	19	40466241	40576464	SPTBN4
ENSG00000090054	9	92000087	92115413	SPTLC1
ENSG00000100596	14	77505997	77616773	SPTLC2
ENSG00000161011	5	179806398	179838078	SQSTM1
ENSG00000284099	CHR_HG30_PATCH	179821758	179838931	SQSTM1
ENSG00000183888	1	16004236	16008807	SRARP
ENSG00000197122	20	37344685	37406050	SRC
ENSG00000080603	16	30698209	30741409	SRCAP
ENSG00000145545	5	6633427	6674386	SRD5A1
ENSG00000277893	2	31522480	31580938	SRD5A2
ENSG00000128039	4	55346242	55373100	SRD5A3
ENSG00000072310	17	17810399	17837011	SREBF1
ENSG00000198911	22	41833079	41907307	SREBF2
ENSG00000112658	6	43171269	43181506	SRF
ENSG00000196220	3	8980591	9363053	SRGAP3
ENSG00000116649	1	11054584	11060020	SRM
ENSG00000174780	4	56467617	56503681	SRP72
ENSG00000102359100644195	100675788	SRPX2
ENSG00000087087	7	100875103	100888664	SRRT
ENSG00000136450	17	58000919	58007346	SRSF1
ENSG00000188529	1	23964347	23980927	SRSF10
ENSG00000161547	17	76734115	76737374	SRSF2
ENSG00000112081	6	36594353	36605600	SRSF3
ENSG000001848952786855	2787682	SRY
ENSG00000141380	18	26016253	26091217	SS18
ENSG00000145687	5	81413021	81751797	SSBP2
ENSG00000180879153793516	153798499	SSR4
ENSG00000157005	3	187668912	187670394	SST
ENSG00000139874	14	38207904	38213067	SSTR1
ENSG00000180616	17	73165010	73176633	SSTR2
ENSG00000278195	22	37204237	37212477	SSTR3
ENSG00000162009	16	1078781	1080142	SSTR5
ENSG0000012675248255317	48267444	SSX1
ENSG0000024147652696896	52707189	SSX2
ENSG00000149418	11	130159782	130210362	ST14
ENSG00000147488	8	52110839	52460959	ST18
ENSG00000008513	8	133454848	133571940	ST3GAL1
ENSG00000126091	1	43705824	43931165	ST3GAL3
ENSG00000073849	3	186930502	187078553	ST6GAL1
ENSG00000070526	17	76624761	76643786	ST6GALNAC1
ENSG00000070731	17	76565377	76586956	ST6GALNAC2
ENSG00000140557	15	92393881	92468728	ST8SIA2
ENSG00000113532	5	100806933	100903282	ST8SIA4
ENSG00000010327	3	52495338	52524495	STAB1
ENSG00000185482	12	57243453	57251188	STAC3
ENSG00000101972123960212	124422664	STAG2
ENSG00000124356	2	73828916	73873659	STAMBP
ENSG00000147465	8	38142700	38150992	STAR
ENSG00000131748	17	39637090	39664201	STARD3
ENSG0000013005268647666	68725842	STARD8
ENSG00000115415	2	190908460	191020960	STAT1
ENSG00000168610	17	42313324	42388568	STAT3
ENSG00000138378	2	191029576	191151596	STAT4
ENSG00000126561	17	42287547	42311943	STAT5A
ENSG00000173757	17	42199177	42276707	STAT5B
ENSG00000166888	12	57095408	57132139	STAT6
ENSG00000113739	5	173314713	173329503	STC2
ENSG00000127954	7	88270892	88306891	STEAP4
ENSG00000256762	17	45999250	45999694	STH
ENSG00000281139	CHR_HSCHR17_1_CTG5	46098193	46098637	STH
ENSG00000123473	1	47250139	47314147	STIL
ENSG00000167323	11	3854527	4093210	STIM1
ENSG00000168439	11	64185272	64204543	STIP1
ENSG00000118046	19	1177558	1228431	STK11
ENSG00000163482	2	218672069	218702716	STK36
ENSG00000198648	2	167954020	168247595	STK39
ENSG00000101109	20	44966479	45080021	STK4
ENSG00000140022	14	81260656	81436465	STON2
ENSG00000137868	15	74179466	74212267	STRA6
ENSG00000288257	CHR_HG2198_PATCH	74179466	74212267	STRA6
ENSG00000266173	17	63682336	63741986	STRADA
ENSG00000023734	12	15882387	15903478	STRAP
ENSG00000242866	15	43599563	43618800	STRC
ENSG00000163527	3	31532638	31637616	STT3B
ENSG00000103266	16	680224	682870	STUB1
ENSG00000135604	6	144150517	144191939	STX11
ENSG00000124222	20	58651253	58679526	STX16
ENSG00000106089	7	73699206	73719672	STX1A
ENSG00000099365	16	30989256	31010638	STX1B
ENSG00000166900	11	59713456	59805882	STX3
ENSG00000135823	1	180972712	181023121	STX6
ENSG00000136854	9	127579370	127696027	STXBP1
ENSG00000168952	14	24809656	25050297	STXBP6
ENSG00000107882	10	102503987	102633535	SUFU
ENSG00000137573	8	69466624	69660915	SULF1
ENSG00000196562	20	47656348	47786616	SULF2
ENSG00000196502	16	28605196	28623625	SULT1A1
ENSG00000109193	4	69841212	69860145	SULT1E1
ENSG00000105398	19	47870467	47886315	SULT2A1
ENSG00000088002	19	48552075	48599425	SULT2B1
ENSG00000130540	22	43824509	43862513	SULT4A1
ENSG00000144455	3	3700814	4467273	SUMF1
ENSG00000116030	2	202206180	202238608	SUMO1
ENSG00000167098	20	32983773	33004433	SUN5
ENSG00000139531	12	55997180	56006641	SUOX
ENSG00000156502	10	69180234	69209099	SUPV3L1
ENSG00000148290	9	133351758	133356676	SURF1
ENSG00000280627	CHR_HG2030_PATCH	133351906	133356824	SURF1
ENSG00000157303	9	93058688	93085133	SUSD3
ENSG00000178691	17	31937007	32001038	SUZ12
ENSG00000159164	1	149903318	149917844	SV2A
ENSG00000185518	15	91099950	91301309	SV2B
ENSG00000139351	12	101728648	101739472	SYCP3
ENSG00000165025	9	90801787	90898549	SYK
ENSG0000000805647571901	47619857	SYN1
ENSG00000157152	3	12004388	12192032	SYN2
ENSG00000185666	22	32507820	33058381	SYN3
ENSG00000101463	20	24469629	24666616	SYNDIG1
ENSG00000131018	6	152121684	152637801	SYNE1
ENSG00000054654	14	63761899	64226433	SYNE2
ENSG00000227460	CHR_HSCHR6_MHC_SSTO_CTG1	33560260	33593877	SYNGAP1
ENSG00000197283	6	33419661	33453689	SYNGAP1
ENSG00000100321	22	39349925	39385575	SYNGR1
ENSG00000159082	21	32628759	32728048	SYNJ1
ENSG00000078269	6	157981863	158099176	SYNJ2
ENSG00000172403	4	118850688	119061247	SYNPO2
ENSG0000010200349187804	49200259	SYP
ENSG00000132718	1	155859567	155885199	SYT11
ENSG00000143469	1	209900923	210171389	SYT14
ENSG00000143858	1	202590596	202710454	SYT2
ENSG00000198198	1	43389882	43454247	SZT2
ENSG00000146399	6	132644898	132646051	TAAR1
ENSG00000146383	6	132570322	132571359	TAAR6
ENSG00000006128	7	97732084	97740472	TAC1
ENSG00000166863	12	57010000	57028883	TAC3
ENSG00000138162	10	121989163	122254545	TACC2
ENSG00000013810	4	1712891	1745176	TACC3
ENSG00000136463	17	63600882	63608365	TACO1
ENSG00000115353	2	75046463	75199520	TACR1
ENSG00000169836	4	103586031	103719985	TACR3
ENSG0000014713371366239	71532374	TAF1
ENSG00000197780	1	109062486	109076003	TAF13
ENSG00000276833	CHR_HSCHR17_7_CTG4	35809455	35864615	TAF15
ENSG00000270647	17	35713791	35864615	TAF15
ENSG00000064313	8	119730774	119832841	TAF2
ENSG00000164691	6	159034468	159045152	TAGAP
ENSG00000149591	11	117199370	117207464	TAGLN
ENSG00000158710	1	159918107	159925732	TAGLN2
ENSG00000144834	3	111998739	112013887	TAGLN3
ENSG00000162367	1	47216290	47232220	TAL1
ENSG00000177156	11	747415	765012	TALDO1
ENSG00000227816	CHR_HSCHR6_MHC_APD_CTG1	32884481	32893250	TAP1
ENSG00000232367	CHR_HSCHR6_MHC_COX_CTG1	32767527	32776296	TAP1
ENSG00000224748	CHR_HSCHR6_MHC_SSTO_CTG1	32935926	32944695	TAP1
ENSG00000224212	CHR_HSCHR6_MHC_DBB_CTG1	32823186	32831955	TAP1
ENSG00000230705	CHR_HSCHR6_MHC_MCF_CTG1	32878685	32887454	TAP1
ENSG00000206297	CHR_HSCHR6_MHC_QBL_CTG1	32773904	32782673	TAP1
ENSG00000226173	CHR_HSCHR6_MHC_MANN_CTG1	32998969	33007738	TAP1
ENSG00000168394	6	32845209	32853978	TAP1
ENSG00000228582	CHR_HSCHR6_MHC_COX_CTG1	32744153	32761098	TAP2
ENSG00000232326	CHR_HSCHR6_MHC_SSTO_CTG1	32912700	32929495	TAP2
ENSG00000225967	CHR_HSCHR6_MHC_APD_CTG1	32861254	32878050	TAP2
ENSG00000223481	CHR_HSCHR6_MHC_DBB_CTG1	32799958	32816755	TAP2
ENSG00000204267	6	32821833	32838770	TAP2
ENSG00000237599	CHR_HSCHR6_MHC_MCF_CTG1	32855328	32872254	TAP2
ENSG00000206299	CHR_HSCHR6_MHC_QBL_CTG1	32750528	32767476	TAP2
ENSG00000206235	CHR_HSCHR6_MHC_MANN_CTG1	32975593	32992541	TAP2
ENSG00000236490	CHR_HSCHR6_MHC_DBB_CTG1	33277619	33292309	TAPBP
ENSG00000112493	CHR_HSCHR6_MHC_COX_CTG1	33221298	33235989	TAPBP
ENSG00000206281	CHR_HSCHR6_MHC_QBL_CTG1	33228522	33243221	TAPBP
ENSG00000206208	CHR_HSCHR6_MHC_MCF_CTG1	33470037	33484728	TAPBP
ENSG00000231925	6	33299694	33314387	TAPBP
ENSG00000169762	4	16160505	16227410	TAPT1
ENSG00000120948	1	11012344	11026420	TARDBP
ENSG00000273457	CHR_HSCHR12_2_CTG2	10907926	10909562	TAS2R13
ENSG00000277254	CHR_HSCHR12_3_CTG2	10907926	10909562	TAS2R13
ENSG00000212128	12	10907926	10909562	TAS2R13
ENSG00000257138	7	141972631	141973773	TAS2R38
ENSG00000198650	16	71565660	71577092	TAT
ENSG00000102125154411524	154421726	TAZ
ENSG00000065882	4	37891084	38139175	TBC1D1
ENSG00000125875	20	435480	462543	TBC1D20
ENSG00000162065	16	2475051	2509560	TBC1D24
ENSG0000006835448539714	48562609	TBC1D25
ENSG00000146350	6	121079494	121334745	TBC1D32
ENSG00000145979	6	13266542	13328583	TBC1D7
ENSG00000285053	1	235328570	235448952	TBCE
ENSG00000284770	1	235367360	235452443	TBCE
ENSG00000282984	CHR_HSCHR1_5_CTG32_1	235328570	235452743	TBCE
ENSG00000145348	4	106041599	106316683	TBCK
ENSG00000183735	12	64452092	64502114	TBK1
ENSG00000198933	17	47694081	47712050	TBKBP1
ENSG00000177565	3	177019340	177228000	TBL1XR1
ENSG00000106638	7	73567537	73578791	TBL2
ENSG00000112592	6	170554302	170572870	TBP
ENSG00000136535	2	161416297	161425870	TBR1
ENSG00000184058	22	19756703	19783593	TBX1
ENSG00000092607	1	118883046	118989556	TBX15
ENSG00000143178	1	168280877	168314426	TBX19
ENSG00000073861	17	47733236	47746122	TBX21
ENSG00000277800	CHR_HSCHRX_2_CTG12	80027033	80044046	TBX22
ENSG0000012214580014753	80031774	TBX22
ENSG00000135111	12	114670255	114684175	TBX3
ENSG00000121075	17	61452404	61485110	TBX4
ENSG00000089225	12	114353931	114408442	TBX5
ENSG00000149922	16	30085793	30091887	TBX6
ENSG00000006638	19	3594507	3606875	TBXA2R
ENSG00000173991	17	39665349	39666554	TCAP
ENSG00000176769	10	131092391	131311721	TCERG1L
ENSG00000140262	15	56918623	57299281	TCF12
ENSG00000118526	6	133889138	133895553	TCF21
ENSG00000071564	19	1609290	1652615	TCF3
ENSG00000196628	18	55222185	55664787	TCF4
ENSG00000081059	5	134114681	134151865	TCF7
ENSG00000148737	10	112950247	113167678	TCF7L2
ENSG00000139437	12	109900264	109983841	TCHP
ENSG00000110719	11	68039025	68050895	TCIRG1
ENSG00000213231	14	95686426	95692628	TCL1B
ENSG00000185339	22	30607003	30627271	TCN2
ENSG00000070814	5	150357629	150400308	TCOF1
ENSG00000120438	6	159778498	159789703	TCP1
ENSG00000213123	3	196291219	196318299	TCTEX1D2
ENSG00000204852	12	110614027	110649430	TCTN1
ENSG00000168778	12	123671113	123708399	TCTN2
ENSG00000119977	10	95663396	95694143	TCTN3
ENSG00000262635	CHR_HSCHR4_1_CTG12	155854738	155920406	TDO2
ENSG00000151790	4	155854738	155920406	TDO2
ENSG00000042088	14	89954939	90044764	TDP1
ENSG00000196116	9	97412096	97496125	TDRD7
ENSG00000187079	11	12674421	12944737	TEAD1
ENSG00000196663	14	102362941	102502477	TECPR2
ENSG00000099797	19	14517085	14565980	TECR
ENSG00000167074	22	41367333	41399326	TEF
ENSG00000120156	9	27109141	27230174	TEK
ENSG00000163060	2	94871430	94876823	TEKT4
ENSG00000009694124375903	124963817	TENM1
ENSG00000149256	11	78652829	79441030	TENM4
ENSG00000129566	14	20365667	20413501	TEP1
ENSG00000164362	5	1253147	1295068	TERT
ENSG00000135269	7	116210506	116258783	TES
ENSG00000070759	1	45343883	45491163	TESK2
ENSG00000138336	10	68560337	68694487	TET1
ENSG00000168769	4	105145875	105279816	TET2
ENSG00000091513	3	133746040	133796641	TF
ENSG00000108064	10	58385345	58399220	TFAM
ENSG00000137203	6	10393186	10419659	TFAP2A
ENSG00000008196	6	50818723	50847619	TFAP2B
ENSG00000087510	20	56629306	56639283	TFAP2C
ENSG00000135457	12	51093656	51173135	TFCP2
ENSG0000006832349028726	49043410	TFE3
ENSG00000160182	21	42362282	42366535	TFF1
ENSG00000114354	3	100709331	100748964	TFG
ENSG00000105825	7	93885396	93890753	TFPI2
ENSG00000106327	7	100620416	100642779	TFR2
ENSG00000072274	3	196027183	196082096	TFRC
ENSG00000042832	8	132866958	133134903	TG
ENSG00000088451	13	94574054	94596242	TGDS
ENSG00000163235	2	70447284	70554193	TGFA
ENSG00000105329	19	41301587	41353922	TGFB1
ENSG00000092969	1	218345336	218444619	TGFB2
ENSG00000119699	14	75958099	75982991	TGFB3
ENSG00000120708	5	136028988	136063818	TGFBI
ENSG00000106799	9	99104038	99154192	TGFBR1
ENSG00000163513	3	30606601	30694142	TGFBR2
ENSG00000177426	18	3411608	3459978	TGIF1
ENSG00000092295	14	24249114	24264432	TGM1
ENSG00000285348	CHR_HG1_PATCH	24249113	24264431	TGM1
ENSG00000198959	20	38127385	38166578	TGM2
ENSG00000104055	15	43232590	43266928	TGM5
ENSG00000166948	20	2380901	2432753	TGM6
ENSG00000180176	11	2163929	2171877	TH
ENSG00000115970	2	43230836	43596046	THADA
ENSG00000131931	8	42836674	42843325	THAP1
ENSG00000178726	20	23045633	23049672	THBD
ENSG00000137801	15	39581079	39599466	THBS1
ENSG00000186340	6	169215780	169254044	THBS2
ENSG00000159445	1	151870866	151909637	THEM4
ENSG00000172673	6	127708072	127918631	THEMIS
ENSG00000275122	CHR_HSCHR6_1_CTG8	127708072	127918597	THEMIS
ENSG00000130775	1	27872543	27886685	THEMIS2
ENSG00000113272	5	157731420	157741449	THG1L
ENSG00000125676123600561	123733056	THOC2
ENSG00000131652	16	3024027	3027755	THOC6
ENSG00000090534	3	184371935	184381968	THPO
ENSG00000126351	17	40058290	40093867	THRA
ENSG00000151090	3	24117153	24495756	THRB
ENSG00000144229	2	136765545	137677718	THSD7B
ENSG00000116001	2	70209444	70248660	TIA1
ENSG00000156299	21	31118416	31559977	TIAM1
ENSG00000127666	19	4815932	4831704	TICAM1
ENSG00000111602	12	56416363	56449426	TIMELESS
ENSG0000010226547582408	47586789	TIMP1
ENSG00000100234	22	32801701	32863043	TIMP3
ENSG00000157150	3	12153068	12158912	TIMP4
ENSG00000092330	14	24239643	24242674	TINF2
ENSG00000284915	CHR_HG1_PATCH	24239642	24242673	TINF2
ENSG00000163659	3	156673235	156706770	TIPARP
ENSG00000150455	11	126283065	126298845	TIRAP
ENSG00000119139	9	69121264	69274615	TJP2
ENSG00000167900	17	78174091	78187233	TK1
ENSG00000166548	16	66508003	66552544	TK2
ENSG00000163931	3	53224712	53256052	TKT
ENSG00000196781	9	81583683	81689547	TLE1
ENSG00000095587	10	96364608	96513926	TLL2
ENSG00000174125	4	38790677	38856817	TLR1
ENSG00000137462	4	153684070	153705702	TLR2
ENSG00000164342	4	186069152	186088069	TLR3
ENSG00000136869	9	117704175	117724735	TLR4
ENSG00000187554	1	223109404	223143248	TLR5
ENSG00000174130	4	38823715	38856817	TLR6
ENSG0000019666412867072	12890361	TLR7
ENSG00000239732	3	52221080	52226163	TLR9
ENSG00000164438	5	171309248	171312139	TLX3
ENSG00000213996	19	19264364	19273391	TM6SF2
ENSG00000165091	9	72521608	72838291	TMC1
ENSG00000141524	17	78110458	78132407	TMC6
ENSG00000167895	17	78130770	78142968	TMC8
ENSG00000143183	1	165724293	165827755	TMCO1
ENSG00000144339	2	191949043	192194933	TMEFF2
ENSG00000106460	7	12211270	12243367	TMEM106B
ENSG00000179029	17	8172457	8176399	TMEM107
ENSG00000135956	2	96248516	96265994	TMEM127
ENSG00000151952	12	129071725	129904025	TMEM132D
ENSG00000134851	4	55395957	55453397	TMEM165
ENSG00000151353	2	663877	677406	TMEM18
ENSG00000187049	11	61392360	61398863	TMEM216
ENSG00000089063	20	5068232	5113103	TMEM230
ENSG00000205084	16	75536741	75556268	TMEM231
ENSG00000155755	2	201620184	201643570	TMEM237
ENSG00000205090	1	1534778	1540624	TMEM240
ENSG00000106771	9	109015135	109119947	TMEM245
ENSG00000095209	9	105694541	105776629	TMEM38B
ENSG00000170876	3	14124940	14143679	TMEM43
ENSG00000164953	8	93754844	93819234	TMEM67
ENSG00000175606	8	73972437	73982783	TMEM70
ENSG00000006042	17	32927910	32945106	TMEM98
ENSG00000144747	3	69019827	69052339	TMF1
ENSG00000185973155489011	155669944	TMLHE
ENSG00000120802	12	98515512	98550379	TMPO
ENSG00000154646	21	18269116	18485879	TMPRSS15
ENSG00000184012	21	41464305	41531116	TMPRSS2
ENSG00000160183	21	42371837	42396091	TMPRSS3
ENSG00000187045	22	37065436	37109713	TMPRSS6
ENSG00000034510	2	84905656	84906671	TMSB10
ENSG00000139324	12	88142296	88199887	TMTC3
ENSG00000206439	CHR_HSCHR6_MHC_QBL_CTG1	31565793	31568564	TNF
ENSG00000228849	CHR_HSCHR6_MHC_DBB_CTG1	31557707	31560476	TNF
ENSG00000204490	CHR_HSCHR6_MHC_COX_CTG1	31562973	31565742	TNF
ENSG00000230108	CHR_HSCHR6_MHC_SSTO_CTG1	31566312	31569081	TNF
ENSG00000232810	6	31575565	31578336	TNF
ENSG00000228978	CHR_HSCHR6_MHC_APD_CTG1	31643520	31645322	TNF
ENSG00000228321	CHR_HSCHR6_MHC_MANN_CTG1	31615015	31617784	TNF
ENSG00000223952	CHR_HSCHR6_MHC_MCF_CTG1	31651872	31654641	TNF
ENSG00000118503	6	137867214	137883312	TNFAIP3
ENSG00000145779	5	119268692	119399688	TNFAIP8
ENSG00000104689	8	23190452	23225102	TNFRSF10A
ENSG00000120889	8	23020133	23069031	TNFRSF10B
ENSG00000141655	18	62325287	62391288	TNFRSF11A
ENSG00000164761	8	118923557	118951885	TNFRSF11B
ENSG00000006327	16	3018445	3022383	TNFRSF12A
ENSG00000240505	17	16929816	16972118	TNFRSF13B
ENSG00000159958	22	41922023	41926818	TNFRSF13C
ENSG00000157873	1	2555639	2565382	TNFRSF14
ENSG00000273936	CHR_HSCHR1_1_CTG3	2555639	2565622	TNFRSF14
ENSG00000127863	13	23570370	23676104	TNFRSF19
ENSG00000067182	12	6328757	6342114	TNFRSF1A
ENSG00000028137	1	12166991	12209228	TNFRSF1B
